"longtrip","primfish","mail","status","id_code","asgnum","intcd","year","month","day","intv","time","st","cnty","nights","days","peotrav","peofish","afuelexp","afuelnum","arentexp","arentnum","ptransexp","ptransnum","lodgexp","lodgnum","grocexp","grocnum","restexp","restnum","tackexp","tacknum","baitexp","baitnum","iceexp","icenum","feesexp","feesnum","parkexp","parknum","othexp","othnum","other_verb","bfuelexp","bfuelnum","brentexp","brentnum","guideexp","guidenum","crewexp","crewnum","procexp","procnum","percent","date1","giftnum","mode_fx","ffdays12","st_res","sub_reg","wave","intid","wave1","miles","miled","giftsexp","giftsnum","miscexp","miscnum","totexp","totnum","othexp_o","commlic","boat","howlie","q19","q19a","q19b","res","int","mailed","mid_phone","years","beach","pier","privboat","charter","daysus","st_fish_a","st_fish_b","st_fish_c","st_fish_d","st_fish_e","st_fish_oth","fishal","fishak","fishca","fishct","fishde","fishfl","fishga","fishhi","fishla","fishme","fishmd","fishma","fishms","fishnh","fishnj","fishny","fishnc","fishor","fishri","fishsc","fishtx","fishva","fishwa","fishoth","moneygear","rodsexp_p","rodsexp","rodsperc","rodssalt","tackleexp_p","tackleexp","tackleperc","tacklesalt","gearexp_p","gearexp","gearperc","gearsalt","campexp_p","campexp","campperc","campsalt","clothexp_p","clothexp","clothperc","clothsalt","glassesexp_p","glassesexp","glassesperc","glassessalt","subscribe_p","subscribe","taxexp_p","taxexp","taxperc","taxsalt","clubsexp_p","clubsexp","clubsperc","clubssalt","licenses_p","licenses","ownboat","perctime","boatlngth","motorized","horsepower","boatexp_p","boatexp","boatst_a","boatst_b","boatst_c","boatst_d","boatst_e","boatst_oth","boatfin","boatnew","boatdealer","canoeexp_p","canoeexp","canoest_a","canoest_b","canoest_c","canoest_d","canoest_e","canoest_oth","canoefin","canoenew","canoedealer","accexp_p","accexp","accst_a","accst_b","accst_c","accst_d","accst_e","acc_oth","accfin","accnew","accdealer","storageexp_p","storageexp","storagest_a","storagest_b","storagest_c","storagest_d","storagest_e","storage_oth","maintexp_p","maintexp","maintst_a","maintst_b","maintst_c","maintst_d","maintst_e","maint_oth","licexp_p","licexp","licst_a","licst_b","licst_c","licst_d","licst_e","lic_oth","boatinsexp_p","boatinsexp","boatinsst_a","boatinsst_b","boatinsst_c","boatinsst_d","boatinsst_e","boatins_oth","ownvehicle","vehicleperc","vehicleexp_p","vehicleexp","vehiclest_a","vehiclest_b","vehiclest_c","vehiclest_d","vehiclest_e","vehicle_oth","vehiclefin","vehiclenew","vehicledealer","repairexp_p","repairexp","repairst_a","repairst_b","repairst_c","repairst_d","repairst_e","repair_oth","vehinsexp_p","vehinsexp","vehinsst_a","vehinsst_b","vehinsst_c","vehinsst_d","vehinsst_e","vehins_oth","secondhome","secondhomeperc","secondhomest_a","secondhomest_b","secondhomest_c","secondhomest_d","secondhomest_e","secondhome_oth","secondhomeexp_p","secondhomeexp","secondhomefin","secondhomenew","secondhomeagent","secondhomerepexp_p","secondhomerepexp","secondhomeinsexp_p","secondhomeinsexp","gender","yearborn","age_learn","taught_a","taughtm_o","taughtf_o","taughto_o","reason_p","education","employ_a","employ_b","employ_c","employ_d","employ_e","employ_f","employ_g","employ_o","ethnic","race_a","race_b","race_c","race_d","race_e","hours","income","dispo","source","stabbr","reason1","reason2","reason3","phonenum","qver","stname","yearwave","survey_type","masterid","midsuff","strata","qver_hi","mode_f","cust","permitnbr","birthdate_zip_issuedate_wave","recid_wave","wildid_wave","idcode_edate","personid_birthdate_obsnum","docid_obsnum_wave","source_index","fl_phone","boatinsstate","canoestate","maintstate","repairstate","secondhomestate","storagestate","vehinsstate","vehiclestate","intered","dayssalt","daysfresh","fishoth_o","resak","reconly","subonly","personly","dkonly","tripmo","tripdy","tripyr","target","species1","species2","timeoff","numtrav","numfished","recreation","otransexp","otransnum","ofoodexp","ofoodnum","moorexp","moornum","ofishexp","ofishnum","daysfish","money","caughtmarlin","nummarlin","bigmarlin","sell","commfish","fulltime","boatst","canoest","accst","storagest","maintst","licst","boatinsst","vehiclest","repairst","vehinsst","secondhomest","mosta1","mostb1","mostc1","mosttrips1","leasta1","leastb1","leastc1","leasttrips1","mosta2","mostb2","mostc2","mosttrips2","leasta2","leastb2","leastc2","leasttrips2","mosta3","mostb3","mostc3","mosttrips3","leasta3","leastb3","leastc3","leasttrips3","results","incomebluefin","fish_o","food_o","othpref_o","oth_o","trans_o","rectrip","percexp","othperc","othsalt","incomefish","qgroup","sellx","commfishx","fulltimex","targetx","longtripx","call_varx","caughtmarlinx","stx","resakx","moneygearx","ownboatx","ownvehiclex","secondhomex","reason1x","reason2x","afford","tournum","marlin","bill","mahi","ono","yellow","bigeye","othpref","holoholo","kaukau","expense","profit","trophy","release","trophysize","die","kept","tag","ice","big","over300","fishfrom_1","fishfrom_2","fishfrom_3","fishfrom_4","fishfrom_5","bad_city","ak_res","hi_res","wa_res","otherexp","mail_wave","license","intercept","location_1","location_1_address","location_1_city","location_1_state","location_1_zip","location_2","location_2_address","location_2_city","location_2_state","location_2_zip","location_3","location_3_address","location_3_city","location_3_state","location_3_zip","location_4","location_4_address","location_4_city","location_4_state","location_4_zip","location_5","location_5_address","location_5_city","location_5_state","location_5_zip","location_6","location_6_address","location_6_city","location_6_state","location_6_zip","location_7","location_7_address","location_7_city","location_7_state","location_7_zip","location_8","location_8_address","location_8_city","location_8_state","location_8_zip","location_9","location_9_address","location_9_city","location_9_state","location_9_zip"
"1","8","1","1","1626320061125000","1","6263","2006","11","25","3","1418","51",,"998","998","3","3","0","0","0","0","0","0","0","0","20","1","20","1","0","0","0","0","3","1","0","0","0","0","0","0",,"0","0","0","0","40","1","0","0","0","0","100","20070515",,"4","1","51","5","6","426","6","325.3","1","0","0","0","0","0","0",,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"POINT (-80.271842 36.802979)",,,"VA","24185","POINT (-80.271842 36.802979)",,,"51","24185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720060916000","1","5357","2006","9","16","1","1107","12","5",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"10OCT200610:15","0","5","1","13","7","5","663","5","313.8","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-84.587093 33.89716)",,,"12","30008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","2","1","1535720061230000","1","5357","2006","12","30","2","1423","12","5","998","998","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","5","2","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0",,"0",,"0","100","11JAN200710:15","0","3","6","12","7","6","895","6","9.6","1","0",,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.706285 30.356198)",,,"12","32409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","1","2","2","1535820060318020","1","5358","2006","3","18","21","1732","12","91","2","1","6","6","20","1","0","0","0","0","46","1","20","1","20","1","0","0","0","0","0","0","0","0","0","0","0","0",,,"0",,"0","9999","99","9999","99","9999","99","95",,,"5","1","1","7","2","599","2","215.4","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.475678 32.573994)",,,"12","36830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","2","2","1535820060325020","1","5358","2006","3","25","20","1513","12","91","998","998","2","2","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99",,,"0",,"0","9999","99","9999","99","9999","99","999",,,"5","100","12","7","2","599","2","29.9","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-86.147641 30.488554)",,,"12","32439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","1","1","1000920060122010","1","9","2006","1","22","14","1540","12","57","998","998","2","2","0","0","0","0","0","0","0","0","5","2","20","2","0","0","6","2","2","2","0","0","0","0","0","0",,"0","0","0","0",,"0",,"0",,"0","100","21FEB200610:15",,"7","14","12","7","1","597","1","4","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"POINT (-82.508257 27.920945)",,,"FL","33629","POINT (-82.508257 27.920945)",,,"12","33629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720060923010","1","5357","2006","9","23","14","1542","12","5",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"10OCT200610:15","0","5","1","12","7","5","663","5","54.3","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.569109 30.63078)",,,"12","32428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720060923000","1","5357","2006","9","23","1","1319","12","5",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"10OCT200610:15","0","5","2","1","7","5","663","5","113.2","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.639424 31.452225)",,,"12","36360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","2","1","1535720061230000","1","5357","2006","12","30","5","1625","12","5","998","998","2","1","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0",,"0",,"0","100","11JAN200710:15","0","3","15","12","7","6","895","6","11.5","1","0",,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.526994 30.191885)",,,"12","32404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","1","2","1","1535820060603020","1","5358","2006","6","3","27","1637","12","91","4","2","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0",,"0","0","0","0","0","0","0","0","12JUL200610:15",,"5","1","21","7","3","692","3","493.2","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-86.58 36.72)",,,"12","42135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","2","2","2","1535820060319010","1","5358","2006","3","19","11","1402","12","91","3","1","12","9","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99",,,"0",,"0","9999","99","9999","99","9999","99","90",,,"5","1","46","7","2","122","2","1485.5","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-97.682476 44.631109)",,,"12","57278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720060922000","1","5357","2006","9","22","4","1658","12","45",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"10OCT200610:15","0","7","5","12","7","5","960","5","90.2","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.219406 30.821756)",,,"12","32446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","1","2","1","1535820060604000","1","5358","2006","6","4","5","1439","12","91","2","1","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0",,"0","0","0","0","0","0","0","0","12JUL200610:15",,"5","1","13","7","3","814","3","335.5","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-84.467249 33.999649)",,,"12","30062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"4","1535720060709020","1","5357","2006","7","9","21","1655","12","5",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"10AUG200610:15",,"7","30","12","7","4","948","4","7.5","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.757668 30.158965)",,,"12","32408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","1","1","1000920060122020","1","9","2006","1","22","22","1715","12","57","998","998","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0",,"53","1",,"0",,"0",,"0",,"0","100","21FEB200610:15",,"7","45","12","7","1","597","1","20.4","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"POINT (-82.243133 27.935792)",,,"FL","33594","POINT (-82.243133 27.935792)",,,"12","33594",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","1","2","1","1535820060603000","1","5358","2006","6","3","4","1234","12","91","4","1","7","6","8888","88","0","0","0","0","200","1","0","0","120","1","0","0","0","0","0","0","0","0","0","0","0","0",,,"0",,"0","117","1","0","0","0","0","998","12JUL200610:15",,"5","1","28","7","3","692","3","418.6","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-88.995054 34.487762)",,,"12","38652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","1","2","1","1535820060529000","1","5358","2006","5","29","9","1302","12","91","7","6","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0",,"0","0","0","0","0","0","0","0","07JUN200610:15",,"5","1","1","7","3","693","3","108","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-87.873913 30.495887)",,,"12","36532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","2","2","1535820060408000","1","5358","2006","4","8","4","1433","12","91","998","998","15","15","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99",,,"0",,"0","9999","99","9999","99","9999","99","999","12MAY200610:15",,"5","1","28","7","2","692","2","163.1","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-88.766984 30.403575)",,,"12","39564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
