OBJECTID,Tax_Code,GlobalID,Shape__Area,Shape__Length
1028,910,2c760a4c-8a3a-4455-8fbb-22a275a1c988,36557175.59375,30222.3113371683
1029,911,5c8e76fe-60e6-47ed-8948-b184d55cacb1,6348804.11352539,11160.5459289567
1030,913,77520488-1c53-42cb-8e5b-ddf779d69ee7,4294545.30541992,14703.4545952562
1031,950,c595c953-c46b-4792-85ad-b47902bad190,447133853.032959,141089.758735652
1032,951,b8eec97d-7c59-42b1-893e-f9462979dfa0,207983707.293701,94425.4505583325
1033,954,8ad8cdc0-7a05-45da-bf53-c0756af058c6,343159354.11499,91225.1149554939
1034,955,9b339721-32b4-46ca-a380-fa1be3d3d3b6,4681320.06762695,9891.58057431941
1035,956,ce8f2908-67a5-44f0-aa64-c184b9b0132e,405842.664306641,3007.18928883763
1036,957,a2dbfe46-ad38-46a0-9478-b0299baf62e4,217298.549560547,2190.46078314519
1037,958,118d4b44-8def-416d-9819-43fccfd5f32e,221514.281982422,2907.15936029975
1038,960,cb4b9dd4-64b2-46f3-ab89-0b3e9abcdc0e,319087.256103516,2934.54209139116
